title,company,location,link
2020년 RF/Package설계/Test개발 신입/경력,앰코테크놀로지코리아,인천 연수구,https://kr.indeed.com/viewjob?jk=ca3ae9fb21acddd3
"Marketing Data Scientist, Google Professional Services",Google,서울,https://kr.indeed.com/viewjob?jk=424144a5501748e2
추천 시스템 연구/개발,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=be6c1f03fa566f8e
응용프로그램개발(C·C++/Python/C#外 2개 부문),카이어,서울 강남구,https://kr.indeed.com/viewjob?jk=58f5e1b4d914a043
네이버 쇼핑검색플랫폼 개발자,네이버,대한민국,https://kr.indeed.com/viewjob?jk=f3a14b3f8d9e3e12
동대문구 국비 무료 훈련생,동대문여성인력개발센터,서울 동대문구,https://kr.indeed.com/viewjob?jk=2f64e12e457da027
"(하나금융융합기술원) AI/Bigdata 석,박사 연구원(경력직) 채용 (NLP(자연어처리) Text Mining)",하나금융티아이,인천 검암경서동,https://kr.indeed.com/viewjob?jk=854957ca124ac1c7
MPK / MPI-SD Joint Postdoctoral Position for Ultrafast Nonlinear Spectroscopy in Solids (Theory),POSTECH / Max Planck POSTECH/KOREA Res. Init.,대한민국,https://kr.indeed.com/viewjob?jk=e11bc11a4d72cc54
[개발]위메프패션 백엔드 개발자(정규직),위메프,대한민국,https://kr.indeed.com/viewjob?jk=b0e9252f0c2cf6ec
"[해외취업] 캐나다, Framestore, Rigging Technical Director",Framestore,대한민국,https://kr.indeed.com/viewjob?jk=8b01b1a695628e97
솔루션 프론트엔드 개발자,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=273d830a0c62aedd
"Customer Solutions Engineer, Global Client and Agency Solutions",Google,서울,https://kr.indeed.com/viewjob?jk=2615f45e6f912c05
Platform Application Engineer,Intel,서울,https://kr.indeed.com/viewjob?jk=0c73ef7efc258db7
경력,LG CNS,서울,https://kr.indeed.com/viewjob?jk=3ecd87a745e7b526
데이터분석(대리이상) 에듀테크 선두기업,에듀테크 선두기업,서울특별시,https://kr.indeed.com/viewjob?jk=e6102500056b81b1
Staff RF Production Test Engineer,Qualcomm,서울,https://kr.indeed.com/viewjob?jk=b085b3c302873fcc
AI Engineer (얼굴모션 캡처기술) 인공지능(AI) 연구개발 전문기업 new,인공지능(AI) 연구개발 전문기업,경기도,https://kr.indeed.com/viewjob?jk=4fa50f2ffd370bae
신한AI 인공지능(AI) / IT 개발관리 / 준법감시 인력,신한에이아이,서울 영등포구,https://kr.indeed.com/viewjob?jk=e7c6a0167c5bbbf4
추천 시스템 소프트웨어 엔지니어,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=07375dc4e800dfa9
Quant 트레이딩 부문,벨에포크자산운용,대한민국,https://kr.indeed.com/viewjob?jk=3e617a8ed7934773
[해외취업] Sales Application Engineer,Materialise Sdn Bhd,대한민국,https://kr.indeed.com/viewjob?jk=35f16e65f031d7e9
"AI, eIoT sw 개발자",글로벌브릿지,인천 연수구,https://kr.indeed.com/viewjob?jk=d7bcd63e56a64f2b
대용량 분산 스토리지 개발자,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=37d1f6dbb37f8a38
퀀트운용팀 (사원-대리급),신한비엔피파리바자산운용,대한민국,https://kr.indeed.com/viewjob?jk=9040dba1c8db2a5d
카카오톡 보이스톡/페이스톡/라이브톡 개발자,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=d585814d097935eb
분석 플랫폼 웹 프론트 엔지니어,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=eeb027369cdab361
파이썬 Python 개발자,인섹시큐리티,서울 금천구,https://kr.indeed.com/viewjob?jk=8e3d4022aed99fb2
추천 시스템 연구/개발,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=be6c1f03fa566f8e
Avionics Software Engineer Intern,BOEING,서울,https://kr.indeed.com/viewjob?jk=41e16c5d37456c7d
웹프로그래머 (FrontEnd) 기업부설연구소 연구원 #python #js #FullStack #모바일,넥스텝코리아,서울 용산구,https://kr.indeed.com/viewjob?jk=fa920414fa55ce4b
기술 인턴 인공지능 응용 연구/개발 인턴,써로마인드로보틱스,서울 관악구,https://kr.indeed.com/viewjob?jk=71c47ac87bb4087e
Application Backend Developer,BOEING,서울,https://kr.indeed.com/viewjob?jk=a8ed60198075d112
[Search&Clova] Clova 머신러닝 Scientist 개발 신입/경력사원,네이버,대한민국,https://kr.indeed.com/viewjob?jk=257110e5aec08f6d
Support Engineer _ Azure PaaS,Microsoft,서울,https://kr.indeed.com/viewjob?jk=01bc879744c28f9c
"Software Engineer, University Graduate",Google,서울,https://kr.indeed.com/viewjob?jk=effcb5381cceb13b
카카오 네트워크 엔지니어,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=f281c810daf0e10d
Systems Engineer,Hewlett Packard Enterprise,대전,https://kr.indeed.com/viewjob?jk=6ed2963730d3c340
[Search&Clova] Clova AI / AiCall 개발자 경력사원,네이버,대한민국,https://kr.indeed.com/viewjob?jk=7db25ada717266e0
Data Scientist,Supercell,서울,https://kr.indeed.com/viewjob?jk=554c2e55cc985488
Platform/BSP SW APPS Engineering - Engineer/Sr. Engineer,Qualcomm,서울,https://kr.indeed.com/viewjob?jk=9ba11226adbb856d
메시지발송 플랫폼 개발자,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=eaee1538d8cc832f
챗봇 플랫폼 개발자,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=20d40ee61adffeca
2020 APAC Graduate Programme – Junior Fixed Income Sales,BNP Paribas,서울,https://kr.indeed.com/viewjob?jk=b2c01054f550bdf2
2019 Military Service Exemption Position Available at the IBS CMCM (Synthetic Organic/Polymer Chemistry OR Theoretical Study of Carbon and Related Materials),울산과학기술원,울산 언양읍,https://kr.indeed.com/viewjob?jk=8becbf73bbda7c96
[개발]웹 서비스 개발자(정규직),위메프,대한민국,https://kr.indeed.com/viewjob?jk=9bff6cc5a8f53e6e
Solutions Architect,Cloudera,대한민국,https://kr.indeed.com/viewjob?jk=a459013391a3d600
광고팀 - 분석가,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=3a08c7089343733d
AI Engineer (바디모션 캡처기술) 인공지능(AI) 연구개발 전문기업 new,인공지능(AI) 연구개발 전문기업,경기도,https://kr.indeed.com/viewjob?jk=8925ce6bab9d00d6
[개발]위메프오 서비스 서버개발자(정규직),위메프,대한민국,https://kr.indeed.com/viewjob?jk=5f3a399e83a81379
Healthcare Real World Data Analyst 담당자,IQVIA,서울,https://kr.indeed.com/viewjob?jk=a39853230d5ceca8
이탈방지팀-서비스 개발자,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=691f61972f31c777
[해외취업] AI 엔지니어,株式会社ASCOM,대한민국,https://kr.indeed.com/viewjob?jk=67a92be234325f85
"Computer Vision Engineer, Perception – Autonomous Vehicles",NVIDIA,서울,https://kr.indeed.com/viewjob?jk=f775c2b405edea87
MongoDB Engineer,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=2695294aea6dc3b6
[개발]신사업 프론트 개발자(정규직),위메프,대한민국,https://kr.indeed.com/viewjob?jk=57aa1b90d7626f69
BR&T Software Engineer Intern,BOEING,서울,https://kr.indeed.com/viewjob?jk=b19575486d134ab7
BI 운영 그룹 주력계열사,그룹 주력계열사,서울특별시,https://kr.indeed.com/viewjob?jk=e5098c47e3662580
"카카오콘 앱(iOS), 서버 경력 개발자",카카오,대한민국,https://kr.indeed.com/viewjob?jk=b9974ad79659bb6d
Support Engineer _ Devices & IoT,Microsoft,서울,https://kr.indeed.com/viewjob?jk=7af1798e214d4067
분석지원팀 - 데이터 분석가,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=4233609a843b5e96
MySQL Engineer,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=dd06066d79860614
Tech U Associate Technical Trainer - 2020 Korea,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/viewjob?jk=a8b83b3070bb370a
GNI 소프트웨어 개발자,KAN,울산 북구,https://kr.indeed.com/viewjob?jk=b2ebc1da56d8b120
"인공지능(AI), 데이터분석 외 신입/경력 계약직",나라스페이스테크놀로지,부산 영도구,https://kr.indeed.com/viewjob?jk=08886d865f1ef1f7
Back-end Engineer (Python),Soomgo,서울 강남구,https://kr.indeed.com/viewjob?jk=752a4b5d63eac97c
데이터 사이언스 전문가 및 머신러닝 전문가,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=85929aac498299cc
Technical Leader - OPC,Siemens AG,경기도 성남,https://kr.indeed.com/viewjob?jk=2cfcbfbe70232dbc
[Robotics] Deep Reinforcement Learning Engineer,네이버,대한민국,https://kr.indeed.com/viewjob?jk=05d6f01f9a494a1b
Business Data Analyst,Soomgo,서울 강남구,https://kr.indeed.com/viewjob?jk=166aa0c72e94a266
[보안]보안솔루션 운영 담당자(정규직),위메프,대한민국,https://kr.indeed.com/viewjob?jk=84fd4c2127309eea
데스크탑 가상화(VDI) 엔지니어,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=530a598184580c95
Data Center Technician,Amzn Corporate Services Korea,서울,https://kr.indeed.com/viewjob?jk=1f542078927eb1e4
데이터연동개발팀 - 데이터엔지니어,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=83afcd111984f51c
빅데이터 활용 개발 경력사원,네이버,대한민국,https://kr.indeed.com/viewjob?jk=c534734c041454d8
콘텐츠서비스개발팀 - 데이터분석가,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=b35da47f5e84c9b4
2020 상반기 개발직군,딜리버리히어로코리아,서울 서초구,https://kr.indeed.com/viewjob?jk=518298c796a11371
RF SW Engineer,Qualcomm,서울,https://kr.indeed.com/viewjob?jk=2a4041f0b6aeb27b
System Administrator 2-IT (Datacenter Engineer),Oracle,서울,https://kr.indeed.com/viewjob?jk=55dd3a1ce1248639
데이터 전문가 경력,LG CNS,서울,https://kr.indeed.com/viewjob?jk=46e64783bd9d2d0d
Data Scientist,Soomgo,서울 강남구,https://kr.indeed.com/viewjob?jk=917cc06120add6e1
주요정보통신기반시설 취약점분석평가 전문인력(경력직),한국정보기술단,과천 과천시,https://kr.indeed.com/viewjob?jk=f8b1270b1176f7f3
"Application Engineer, Sr II",Synopsys,서울,https://kr.indeed.com/viewjob?jk=8c8700db243d1a3c
"R&D Engineer, Sr I",Synopsys,서울,https://kr.indeed.com/viewjob?jk=432b169b273d9964
"금융 데이터 분석 엔진, 로보어드바이저 개발자",에스비씨엔,서울 영등포구,https://kr.indeed.com/viewjob?jk=649ccf047c868778
Hardware Platform Application Engineer,Intel,서울,https://kr.indeed.com/viewjob?jk=aa21d09eb021ffeb
개발자 경력직 (Java / python / c/c++) (주4.5일시행),YH데이타베이스,대구 수성구,https://kr.indeed.com/viewjob?jk=c276ba4318bbb557
매칭팀 - 데이터분석가,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=48090bdf1303bd76
다비오 파이썬(python) 백엔드 개발자,다비오,서울 마포구,https://kr.indeed.com/viewjob?jk=ab0ce0078bb3ebd9
2020 Market Data Analyst - Seoul (Korean Speaker),Bloomberg,서울,https://kr.indeed.com/viewjob?jk=212ca67d161b7162
"Java, Python 영상툴 개발자",에이아이메이커,서울 마곡동,https://kr.indeed.com/viewjob?jk=cae2de07045cfb2b
"MVP 개발 엔지니어(서버, 웹프론트) (정규직, 계약직, 프리랜서)",더테스터,대전 중구,https://kr.indeed.com/viewjob?jk=1748baa27965fdbf
[인재풀] 아티스트,Electronic Arts,서울,https://kr.indeed.com/viewjob?jk=aac8e9355cb855ac
분석실 - 베이지안 분석 전문가,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=19b44e0d17d112e2
Linux/Python/PHP/MySQL/백엔드 정규직 경력,일루미나리안,용인 보정동,https://kr.indeed.com/viewjob?jk=04d685fc70b67d4e
Product Test Engineer - GPU,NVIDIA,서울,https://kr.indeed.com/viewjob?jk=48ca423ba9cc3be4
Datacenter Engineer,Oracle,서울,https://kr.indeed.com/viewjob?jk=0184fd84022533a6
[멜론] 빅데이터 서비스 개발자,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=3e2a310c9dd0f693
[Autonomous Driving] Software Tool Engineer,네이버,대한민국,https://kr.indeed.com/viewjob?jk=84348b9371558933
"AI, eIoT sw 개발자",케이엠더블유,인천 연수구,https://kr.indeed.com/viewjob?jk=4ac26bbae727acbe
Data Scientist III,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/viewjob?jk=67ca30c143379281
"데이터 가치 함께 발굴하실 머신러닝, 통계 모델링 전문가",카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=d1e75364ef505c68
랩오투원 신입/경력 개발자,유한책임회사랩오투원,부산,https://kr.indeed.com/viewjob?jk=750977c97eeed4d5
Public 클라우드 환경 AI 플랫폼 상용화/ 구조개선/운영 효율화,에이스파트너스서치펌,서울,https://kr.indeed.com/viewjob?jk=686ae9f54f7dcc0a
검색서비스 서버 개발 신입/경력,포티투마루,서울 관악구,https://kr.indeed.com/viewjob?jk=e010f7780d479126
[Robotics] Robot Software Engineer,네이버,대한민국,https://kr.indeed.com/viewjob?jk=2531a0c578f5ca30
Lead Application Backend Developer – Mobile,BOEING,서울,https://kr.indeed.com/viewjob?jk=8624753c574a9d25
Junior Quant Trader,Byzantine Partners,서울,https://kr.indeed.com/viewjob?jk=25725b3c0e607311
IoT/빅데이터 관련 웹 솔루션 개발자(java/python),유비벨록스모바일,서울 구로구,https://kr.indeed.com/viewjob?jk=85dd040bbe01ea3d
[유통대기업] 데이터 분석 (팀장/팀원 - 3명) 경력,에이치알니즈,서울,https://kr.indeed.com/viewjob?jk=e8096b963d7ee409
[해외취업] 소프트 웨어 개발 엔지니어,파소나,대한민국,https://kr.indeed.com/viewjob?jk=d1725fbd4b0b1e5f
데이터수집개발파트,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=475cc377417d9a5b
빅데이터 플랫폼 및 BI시스템 구축 그룹 IT계열사,그룹 IT계열사,서울특별시,https://kr.indeed.com/viewjob?jk=c1936b77c8be4bcf
"기술연구소 정규직 연력(Java, C++, Python, 기타) 및 ERP 개발인력",파인씨앤아이,서울 송파구,https://kr.indeed.com/viewjob?jk=99f592d0e69ead72
[해외취업] WDB공학 주식회사 IT 개발자-C/임베디드/어셈블러/Python,WDB공학,대한민국,https://kr.indeed.com/viewjob?jk=470bf09f03aa8f29
"Python, C·C++ 가능한 영상처리/비젼 개발자 정규직",에바,성남 수정구,https://kr.indeed.com/viewjob?jk=375b9893c3001c55
Deep Learning Architect,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/viewjob?jk=9f7af88b0ef15493
퀀트운용본부 경력사원,디비자산운용,대한민국,https://kr.indeed.com/viewjob?jk=eeeef3d29a52a970
Pre Sales Engineer,Arm,서울,https://kr.indeed.com/viewjob?jk=eec4b684cdb38ebd
플랫폼 개발-프론트엔드/백엔드 개발자,아이디어콘서트,제주 제주시,https://kr.indeed.com/viewjob?jk=3b51b4e35a149067
IT기획(대리-과장급) 초빙 - 유명 유통사,로이스에이치알,서울,https://kr.indeed.com/viewjob?jk=d48c925acb7e4187
모바일 뱅킹앱 서비스의 설계/기획 경력 [저축은행그룹 모기업],피플렙,서울 구로구,https://kr.indeed.com/viewjob?jk=2bd4dbc4b81c0bd3
[온라인공채] ZUM 데이터 분석(경력),미래에셋제5호기업인수목적,서울 서초구,https://kr.indeed.com/viewjob?jk=7eb726eeabdf393d
Robot SW Engineer 그룹 IT인프라 구축,그룹 IT인프라 구축,서울특별시,https://kr.indeed.com/viewjob?jk=7c7f6f9c070d78bd
인공지능 딥러닝 프로그램 개발 (C#/Python/C·C++),에이아이웨어,성남 분당구,https://kr.indeed.com/viewjob?jk=740e13288ddbbed3
Cloud Solution Architect,Microsoft,서울,https://kr.indeed.com/viewjob?jk=e6662326a6c95612
"응용프로그램개발, 인공지능 신입/경력 정규직",퓨처메인,수원 영통구,https://kr.indeed.com/viewjob?jk=d0650e2aa74d1287
"[해외취업] 베리텍, 시스템개발자/응용프로그래머",에임하이글로벌,대한민국,https://kr.indeed.com/viewjob?jk=ad1bf1198b168944
"[해외취업] 누리누비, 시스템개발자/응용프로그래머",에임하이글로벌,대한민국,https://kr.indeed.com/viewjob?jk=fbbf7d68c624426f
DevOps Engineer,Nielsen,서울,https://kr.indeed.com/viewjob?jk=de8ad67cf88179fe
"기업부설연구소 연구원 (인공지능(AI), 딥러닝), 소프트웨어 개발자 신입/경력 정규직",테크에이스 솔루션,서울 금천구,https://kr.indeed.com/viewjob?jk=d2ca1a4025dbb1a7
"(하나금융융합기술원) AI/Bigdata 석,박사 연구원(경력직) 채용(지식 엔지니어링)",하나금융티아이,인천 검암경서동,https://kr.indeed.com/viewjob?jk=a2b3aa4885ea6dfb
Research Engineer - Machine Learning,AITRICS,서울,https://kr.indeed.com/viewjob?jk=05ce3c7d5c6c368c
[ 2020 YG ENTERTAINMENT ] 정보관리팀 경력 (IT시스템 개발),YG 엔터테인먼트,서울 합정동,https://kr.indeed.com/viewjob?jk=a26c6742b80a60ba
"(하나금융융합기술원) AI/Bigdata 석,박사 연구원(경력직) 채용",하나금융티아이,인천 검암경서동,https://kr.indeed.com/viewjob?jk=86b22315c32f950a
[온라인공채] ZUM 검색플랫폼 개발(신입),미래에셋제5호기업인수목적,서울 서초구,https://kr.indeed.com/viewjob?jk=b0689e759c272ef5
"UI/UX개발/고객행동분석 (Python, GA, Database)",온누리아이코리아,서울 금천구,https://kr.indeed.com/viewjob?jk=91c9bd778eeb7299
[경력] 빅데이터 플랫폼 엔지니어,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=61ecdc0ef3cfb66a
게임이상탐지팀 서비스 개발자,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=e787fde04b998e1a
[유통대기업] 데이터 설계 ETL 개발 (대리~차장) 2명,에이치알니즈,서울,https://kr.indeed.com/viewjob?jk=496965b4187575a3
데이터 엔지니어,크로스앵글,서울 여의도,https://kr.indeed.com/viewjob?jk=ae15250b0a7f47e0
자연어처리전문가 금융챗봇 만들어 갈 엔지니어,파운트,서울 충정로역,https://kr.indeed.com/viewjob?jk=a50fce6cc2cb57c9
Cloud Storage Architect 국내 IT 대기업,국내 IT 대기업,서울특별시,https://kr.indeed.com/viewjob?jk=703240f1af245dde
딥러닝 전문연구요원 특별,베이리스,성남 수정구,https://kr.indeed.com/viewjob?jk=bfc63c0dc39852e3
8퍼센트 경력 개발자,8퍼센트,서울 종로구,https://kr.indeed.com/viewjob?jk=464ef95516a5fa5c
퍼즐데이터 역량있는 데이터 분석가,주식회사퍼즐데이터,서울 역삼동,https://kr.indeed.com/viewjob?jk=116009dbf59211ed
Data Engineer,고도소프트,서울 구로구,https://kr.indeed.com/viewjob?jk=68ee194a9d487aac
[신입/경력] (주)마크로젠 각 부문별 신입/경력 직원,마크로젠,서울 금천구,https://kr.indeed.com/viewjob?jk=0a769ffb83fcb346
[네이버파이낸셜] CSS 모델 개발 및 운영 담당자,네이버파이낸셜,성남 분당구,https://kr.indeed.com/viewjob?jk=ceca6e4348accfb3
[온라인공채] ZUM 빅데이터 분석 플랫폼 개발 및 운영(신입),미래에셋제5호기업인수목적,서울 서초구,https://kr.indeed.com/viewjob?jk=a68056f9b2614197
SI 프로젝트 개발자 (계약직 및 프리랜서),케이포시큐리티,서울 구로구,https://kr.indeed.com/viewjob?jk=ee5df99ada829d81
"글로벌 플랫폼 쉴드 개발(인증보안,이상결제,평판 등)",Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=07f425a9fb3ee67b
"비젼 프로그램 개발, 자동제어 외 경력 정규직",에프피에이,경기도 화성,https://kr.indeed.com/viewjob?jk=338660b483fec9e9
[KSTEC] 2020년 신입 및 경력 (SW개발자),지식시스템,성남 분당구,https://kr.indeed.com/viewjob?jk=73ec78a2017fc02b
데이터 분석가(팀장급),리디,서울,https://kr.indeed.com/viewjob?jk=62c516d05ac032ba
Software Engineer,Wish,서울,https://kr.indeed.com/viewjob?jk=ed4359af01841c83
"소프트웨어, 웹 개발자",글로컬드림아카데미,충청남도 아산,https://kr.indeed.com/viewjob?jk=00d70b2fd76eb40f
서울 강남구 인썸니아 시니어 개발자 및 퍼블리셔,인썸니아,서울 서초구,https://kr.indeed.com/viewjob?jk=6c1d50662fa2d7f7
모바일 앱 보안 솔루션 개발부문,스틸리언,서울 용산구,https://kr.indeed.com/viewjob?jk=6718bba08ef6e20b
경험최적화파트 - 데이터 사이언티스트/분석가,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=c6e0b428a62c7eaa
[메가존] 2020년 상반기 구글클라우드 직무별,메가존,서울 강남구,https://kr.indeed.com/viewjob?jk=072e19aecc5926bb
"[긴급] C-ITS 등 교통산업 컨설팅, 수주 전략 기획, 제안 ( 대리-차장, 서울 )",에이스파트너스서치펌,서울,https://kr.indeed.com/viewjob?jk=249cc4031bd85169
[던전앤파이터] 클라이언트 툴 프로그래머,네오플,서울 강남구,https://kr.indeed.com/viewjob?jk=cb286253682cb876
[KSTEC] 통계/Analytics 경력사원,지식시스템,성남 분당구,https://kr.indeed.com/viewjob?jk=9ce21c09147387cb
Software Engineer / Sr. Software Engineer(C++ / Python Developer),Nielsen,서울,https://kr.indeed.com/viewjob?jk=686cdc6df95f159f
[던전앤파이터] 2D/3D 그래픽 기술개발 부문 (TA/엔진프로그래머/툴 프로그래머),네오플,서울 강남구,https://kr.indeed.com/viewjob?jk=ed8f2d4e613fb977
"빅데이터, 인공지능(AI) 외 신입/경력 정규직",해라소프트웨어,대한민국,https://kr.indeed.com/viewjob?jk=bfb1ea205bbeec5b
"(주)트윔 개발자(경력직) 빅데이터,영상처리,머신비전/AI 딥러닝",트윔,경기도 화성,https://kr.indeed.com/viewjob?jk=af1c75601986e224
